ResourceAgencyNum,PublicName,AlternateName,OfficialName,TaxonomyLevelName,ParentAgency,ParentAgencyNum,RecordOwner,MailingAttentionName,MailingAddress1,MailingAddress2,MailingCity,MailingStateProvince,MailingPostalCode,MailingCountry,PhysicalAddress1,PhysicalAddress2,PhysicalCity,PhysicalCounty,PhysicalStateProvince,PhysicalPostalCode,PhysicalCountry,OtherAddress1,OtherAddress2,OtherCity,OtherCounty,OtherStateProvince,OtherPostalCode,OtherCountry,Latitude,Longitude,HoursOfOperation,Phone1Number,Phone1Name,Phone2Number,Phone2Name,Phone3Number,Phone3Name,Phone4Number,Phone4Name,Phone5Number,Phone5Description,PhoneFax,PhoneTTY,PhoneTollFree,PhoneNumberHotline,PhoneNumberBusinessLine,PhoneNumberOutOfArea,PhoneNumberAfterHours,EmailAddressMain,WebsiteAddress,AgencyStatus,AgencyClassification,AgencyDescription,SearchHints,CoverageArea,CoverageAreaText,Eligibility,SeniorWorkerName,SeniorWorkerTitle,SeniorWorkerEmailAddress,SeniorWorkerPhoneNumber,MainContactName,MainContactTitle,MainContactEmailAddress,MainContactPhoneNumber,MainContactType,LicenseAccreditation,IRSStatus,FEIN,YearIncorporated,AnnualBudgetTotal,LegalStatus,SourceOfFunds,ExcludeFromWebsite,ExcludeFromDirectory,DisabilitiesAccess,PhysicalLocationDescription,BusServiceAccess,PublicAccessTransportation,FeeStructureSource,ApplicationProcess,ResourceInfo,DocumentsRequired,LanguagesOffered,ServiceNotAlwaysAvailability,CapacityType,ServiceCapacity,TemporaryMessage,TemporaryMessageAppears,TemporaryMessageExpires,EnteredOn,UpdatedOn,MadeInactiveOn,InternalNotes,InternalNotesForEditorsAndViewers
372789,Center for Aging - Project KEEN,,,Program,Greater Southwest Community Ctr. for Aging/Project KEEN,372021,DCAP,Center For Aging - Project Keen,3839 Alabama Avenue Se,,Washington,DC,20019,United States,"3839 Alabama Avenue, SE",,Washington,District Of Columbia,DC,20019,United States,,,,,DC,,United States,38.89125,-76.939062,"8:45 am - 5:00 pm, Monday - Friday; centers are open from 10:00 am - 2:00 pm",(202) 583-8650,Main Number,,,,,,,,,,,,,,,,,,Inactive,,"Provides congregate and homebound meals to senior citizens who reside east of the Anacostia River in Ward 7.  In addition to meals, other services offered include a literacy program, nutrition counseling and health promotion, recreation/ socialization, re",372789,Ward 7,,Senior citizens aged 60 and older who reside in Ward 7,Elisa T. Nicholls,Program Director,,,,,,,,,None or unknown,,,,None or unknown,,Yes,No,NE                     ,,Transportation Available: 7                      ,,No Fee,"Telephone, By Appointment",,,English,,,,,,,6/22/99 0:00,5/30/12 16:19,,"Key Contact Person for Answers, Please!  Elisa T. Nicholls Title: Program Director  Phone:   (202) 279-5871  Fax:  (202)279-5878",
372255,Center for Empowerment and Employment Training,CEET,,Agency,Center for Empowerment and Employment Training,0,DCAP,Ceet,Po Box 90803,,Washington,DC,20090,United States,"600 W Street, NE",,Washington,-1,DC,20002,United States,"600 W Street, NE",,,,DC,,United States,38.9057,-76.9861,"10:00 am - 5:00 pm, Monday - Friday (Job Placement Services); 6:00 pm - 9:00 pm, Monday - Thursday (Classes-fall, spring semesters)                                ",(202) 832-4070,Main Number                             ,,,,,,,,,(202) 832-4075,,,,,,,,www.CEET.org,Active,," <br />		<p>CEETs mission is to educate and empower low-income and disadvantaged residents of the DC Metropolitan area (Washington, DC, Maryland, Virginia), by providing training that will enable them to meet their basic human needs, and give them the con",372255,,,DC Metro Area,Margie Joyner/Anita M Obarakpor    ,Pres/Vice Pres                ,aobarakpor@yahoo.com,,Anita M. Obarakpor,Vice President,,(202)832-4070,,,None or unknown,,,,None or unknown,,No,No,,,,,please inquire,,,,,,,,,,,4/15/04 0:00,,,"Provides a combination of job and self-empowerment training for low-income residents in the Washington, DC metropolitan area.  Also provides job placement assistance to individuals, and assists with resume development, job search and job readiness seminar",
371834,Center for Life Enrichment,,,Agency,Center for Life Enrichment,0,DCAP,Center For Life Enrichment,120 Q St Ne,,Washington,DC,20002,United States,"120 Q Street, NE",,Washington,District Of Columbia,DC,20002,United States,,,,,DC,,United States,38.9057,-76.9861,"8:30 am - 6:00 pm, Monday, Wednesday and Friday; 8:30 am - 8:30 pm, Tuesday and Thursday, 10:00 am - 4:00 pm, Saturday                      ",(202) 832-5256,Intake Number                           ,,,,,,,,,(202) 832-7595,,,,,,,LIFECLE@aol.com,,Inactive,,,371834,,,,Barbara Tobelmann                  ,Director                           ,,,,,,,,,None or unknown,,,,None or unknown,,Yes,No,,,,,,,,,,,,,,,,06/04/1999 00:00,05/04/2012 09:24,,Provides comprehensive mental health services.,
372213,Center for Mental Health,"DC DMH, Fihankra Place, Inc.  ",,Agency,Center for Mental Health,0,DCAP,Center For Mental Health,2041 Martin Luther King Jr  Ave  Se,,Washington,DC,20020,United States,"2041 Martin Luther King Jr. Ave, SE",Suite M8,Washington,District Of Columbia,DC,20020,United States,,,,,,,United States,38.862215,-76.972801,"8:00 am -9:00 pm, Monday - Friday                                                                                                          ",(202) 547- 8450,Main Number                             ,,,,,,,,,,,,,,,,,http://dmh.dc.gov/dmh/site/default.asp,Active,,"Provides accessible mental health and substance abuse services to children, adults and families in order to break the multi-generational cycle of disability. <br />",372213,,,,Kelvin Elmore                      ,CEO,kelmore@fihankraplace.org,,,,,,,,None or unknown,,,,None or unknown,,No,No,,,,,,,,,,,,,,,,04/06/2000 00:00,8/17/11 16:44,,,
373628,Center for Mental Health - Children's Intensive Services Program,"DC DMH, Fihankra Place, Inc.",,Program,Center for Mental Health,372213,DCAP,Center For Mental Health Childrens Intensive Services Program,2041 Martin Luther King Jr Ave Se,,Washington,DC,20020,United States,"2041 Martin Luther King Jr. Ave, SE",,Washington,District Of Columbia,DC,20020,United States,,,,,,,United States,38.862215,-76.972801,"8:00 am -9:00 pm, Monday - Friday",(202) 547- 8450,Access Helpline,,,,,,,,,,,,,,,,,http://dmh.dc.gov/dmh/site/default.asp,Active,,"Provides day treatment services for latency age (6-12 year old) emotionally disturbed children.  Based on milieu therapy, which begins as the children are picked up from school or home and continues throughout the day.  Other modalities include behavior m",373628,"Wards 1, 3, 4 and parts of 2 and 5",,"Serves children 6 - 12 years old from Wards 1, 3, 4 and parts of 2 and 5",,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 8                      ,,,Telephone to schedule appointment,,,English,,,,,,,04/07/2000 00:00,8/17/11 16:47,,,
373627,Center for Mental Health - Outpatient Program,"CMH, Van Ness Outpatient Clinic",,Program,Center for Mental Health,372213,DCAP,Center For Mental Health Outpatient Program,2041 Martin Luther King Jr Ave Se,,Washington,DC,20020,United States,"2041 Martin Luther King Jr. Ave, SE",,Washington,District Of Columbia,DC,20020,United States,,,,,DC,,United States,38.862215,-76.972801,"8:00 am -9:00 pm, Monday - Friday",(202) 547- 8450,Main Number,,,,,,,,,,,,,,,,,http://dmh.dc.gov/dmh/site/default.asp,Active,,"Offers individual, couples, family and group therapy for adults and children.  Offers outpatient groups for depression, Family Reunification and other specific problems as well as for the seriously, persistently mentally ill.<br /><br />Home visits: Anaco",373627,District of Columbia,,"Limited to Medicaid, Medicare and private insurance holders or self-pay",,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,SE                     ,,Transportation Available: 8                      ,,Sliding scale arrangements available                                                                                          ,Telephone to schedule appointment,,,English,,,,,,,04/06/2000 00:00,8/17/11 16:45,,,
372486,Center for Social Justice - After School Kids,ASK,,Program,Center for Social Justice -Georgetown University,371883,DCAP,Center For Social Justice - After School Kids After School Kids,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,DC,20057,United States,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,District Of Columbia,DC,20057,United States,,,,,DC,,United States,38.90769,-77.07385,"Noon - 8:30 pm, Monday - Thursday; 9:00 am - 5:00 pm, Friday",(202) 687-0100,Intake Number,(202) 687- 5330,Alternative Number,,,,,,,(202) 687-8980,,,,,,,,http://socialjustice.georgetown.edu/students/service/askprogramhome/,Active,,"Provides educational and mentoring services for DC juvenile offenders.  Georgetown University students work with three probation office field units that are located in NW, NE and SE by providing two nights of activities per field unit.<br /><br />Home vis",372486,District of Columbia,,Adjudicated youths between the ages of 9 and 18,Ray Shiu,Advisor,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,No fee                                                                                                                        ,"Referral Required, a judge or probation officer",,,,,,,,,,06/10/1999 00:00,8/16/11 12:36,,,
372472,Center for Social Justice - Best Buddies,,,Program,Center for Social Justice -Georgetown University,371883,DCAP,Center For Social Justice - Best Buddies,1421 37Th Street Nw,130 Poulton Hall,Washington,DC,20057,United States,1421 37Th Street Nw,130 Poulton Hall,Washington,District Of Columbia,DC,20057,United States,,,,,DC,,United States,38.90769,-77.07385,"9:00 am - 5:00 pm, Monday - Friday",(202) 687-5330,Main switchboard,,,,,,,,,(202) 687-8980,,,,,,,bestbuddiesgeorgetown@gmail.com,http://studentorgs.georgetown.edu/bestbuddies/,Active,,Pairs Georgetown students with individuals with autism or mental retardation.  Volunteers spend time twice a month with their buddies individually and/or during group outings.<br /><br />Home visits: Georgetown             ,372472,District of Columbia,,Clients must be referred by an agency.,Ray Shiu,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,No fee                                                                                                                        ,Referral required,,,Varies by year.  Contact office.,,,,,,,06/10/1999 00:00,12/02/2011 14:12,,,
372488,Center for Social Justice - DC Reads,,,Program,Center for Social Justice -Georgetown University,371883,DCAP,Center For Social Justice - Dc Reads,1421 37Th Street Nw,130 Poulton Hall,Washington,DC,20057,United States,1421 37Th Street Nw,130 Poulton Hall,Washington,District Of Columbia,DC,20057,United States,,,,,DC,,United States,38.90769,-77.07385,"9:00 am - 5:00 pm, Monday - Friday",(202) 687-5330,Intake Number,(202) 687- 0821,Alternative Number,,,,,,,(202) 687-8980,,,,,,,NSR7@georgetown.edu,http://socialjustice.georgetown.edu/students/service/dcreads/about/15129.html,Active,,Employs the services of students from 7 universities to tutor DC public school students at 40 learning sites.  The program's main focus is reading.<br /><br />Home visits: Georgetown             ,372488,District of Columbia,,elementary schools in Wards 7 and 8.,Ray Shiu,Advisor,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,No fee                                                                                                                        ,"Walk-In, Telephone;  Ask for the Director.",,,English,,,,,,,06/10/1999 00:00,8/16/11 12:39,,"Key contact for Answers, Please!",
372489,Center for Social Justice - DC Schools Projects,DCSP,,Program,Center for Social Justice -Georgetown University,371883,DCAP,Center For Social Justice - Dc Schools Projec Dc School Projects,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,DC,20057,United States,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,District Of Columbia,DC,20057,United States,,,,,DC,,United States,38.90769,-77.07385,"9:00 am - 5:00 pm, Monday - Friday",(202) 687-8868,Intake Number,,,,,,,,,(202) 687-8980,,,,,,,,http://socialjustice.georgetown.edu/students/service/dcsp/dcspstaff/11566.html,Active,,"Offers tutoring program for immigrants and refugees in DC Public Schools.  School programs held at:  Mane Reed Elementary, Tubman Elementary, Ross Elementary, Lincoln Senior High.  Parent Program at Ross Elementary.  Also offers at-home tutoring in the ev",372489,"Adams Morgan, Mt. Pleasant, Chinatown, and Columbia Heights",,Must be English as a Second Language learners,Ray Shiu,Advisor,,,Kristi Tate,Program Director,,(202) 687- 8868,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,No fee                                                                                                                        ,"Telephone, Referral Required, teacher.  Ask for program director.",,,English; Spanish; open to teaching students from all languages.,,,,,,,06/10/1999 00:00,8/16/11 12:42,,,
372480,Center for Social Justice - Habitat for Humanity,,,Program,Center for Social Justice -Georgetown University,371883,DCAP,Center For Social Justice - Habitat For Human Habitat For Humanity,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,DC,20057,United States,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,District Of Columbia,DC,20057,United States,,,,,DC,,United States,38.90769,-77.07385,Weekends,(202) 687-5330,Intake Number,,,,,,,,,(202) 687-8980,,,,,,,,http://contact.georgetown.edu/index.cfm?Action=View&NetID=habitat,Active,,"Affiliated with the national organization, this group assists in the construction of new housing for low income home buyers and sponsors homelessness awareness events.<br /><br />Home visits: Georgetown             ",372480,District of Columbia,,,Ray Shiu,,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,No fee                                                                                                                        ,Telephone,,,,,,,,,,06/10/1999 00:00,12/02/2011 14:16,,,
372478,Center for Social Justice - Prison Outreach,,,Program,Center for Social Justice -Georgetown University,371883,DCAP,Center For Social Justice -Incarcerated Inmat,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,DC,20057,United States,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,District Of Columbia,DC,20057,United States,,,,,DC,,United States,38.90769,-77.07385,"9:00 am - 5:00 pm, Monday - Friday",(202) 687-5330,Intake Number,,,,,,,,,(202) 687-8980,,,,,,,prisonoutreach@georgetown.edu,http://studentorgs.georgetown.edu/prisonoutreach/,Active,,"Prison Outreach provides inmates at facilities in Arlington and Alexandria, VA with one-on-one tutoring and exposure to a variety of academic disciplines.  These weekly sessions enhance the inmates critical thinking, as well as written and oral communicat",372478,District of Columbia,,Participants are selected form the prison and detention center populations.,Ray Shiu,Staff advisor,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,No fee                                                                                                                        ,"Participants chosen through consultation with prison officials, ask for chair-person or President or the staff advisor",,,,,,,,,,06/10/1999 00:00,12/02/2011 14:20,,,
372497,Center for Social Justice - Spring Break In Appalachia,S.B.I.A.,,Program,Center for Social Justice -Georgetown University,371883,DCAP,Center For Social Justice - Spring Break In A Spring Break In Appalachia,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,DC,20057,United States,1421 37Th Street Nw,130 Poulton Hall - Georgetown Unive,Washington,District Of Columbia,DC,20057,United States,,,,,DC,,United States,38.90769,-77.07385,"9:00 am - 5:00 pm, Monday - Friday",(202) 687-5330,Intake Number,,,,,,,,,(202) 687-8980,,,,,,,,http://socialjustice.georgetown.edu/students/service/altspringbreak/sbia/,Active,,Alternative Spring Break opportunity for Georgetown students.  The program runs during Spring Break.  Several sites run simultaneously throughout the Appalachian region.  Participants engage in community service in respective communities during week.<br /,372497,Georgetown University students,,Georgetown University Students,Ray  Shiu,Staff Advisor,,,,,,,,,None or unknown,,,,None or unknown,,No,No,NW                     ,,Transportation Available: 2                      ,,"Sliding scale, minimum would be $150 with a maximum of $175.                                                                  ",Sign up and pay fee. Ask for Chairperson or President or the advisor.,,,,,,,,,,06/11/1999 00:00,12/02/2011 14:23,,"Key contact for Answers, Please!",
