id,景點編號,景點中文名稱,景點特色詳細文字簡述,開放時間,景點之管理權責單位代碼,X坐標,Y坐標,景點分類代碼1,Changetime,地址,景點服務電話,停車資訊,主要停車場X坐標,主要停車場Y坐標,票價及相關價格資料,警告及注意事項,常用搜尋關鍵字
v_122,C1_395000000A_000122,麻豆港（水堀頭）史蹟公園,水堀頭屬於倒風內海的3叉港，佔地利之便，船隻可直通福建，水堀頭舊港曾是主要的砂糖、鹿皮出口港口，商船在水堀頭靠岸卸貨，繁華一時，可以稱得上是麻豆的發跡地。《諸羅縣志》中除載有平埔族人為主的麻豆社外，也有漢人為主的麻豆街，漢人移民台灣之初期，大多聚居在海岸港口，而這些港口往往成為街市，麻豆街舊址即位於倒風內海三叉港邊，應是漢人遷入麻豆的最初居住處。清乾隆中葉後，河道淤塞、海岸線西移，目前僅存部分碼頭遺跡。 ,一~日00:00~24:00,395000000A,120.269453,23.189388,05,2012/09/26 12:00:00,台南市麻豆區南勢里台灣首府大學旁,886-6-5718088 ,停車請停路旁,,,,注意蚊蟲叮咬,
v_123,C1_395000000A_000123,麻豆區文化館,麻豆區文化館係文建會推動地方文化館計畫「一鄉一文化館」而成立，是各地區基本的展演設施，也是麻豆區第一個純粹藝文展演空間，現成為麻豆區鄰近藝文生活的舞台，藝術家及文史工作者更是常在這兒聚會交流，共同為地方藝文推廣貢獻心力。 ,"二~六 13:30~21:30
日 8:00~12:00 13:30~17:30",395000000A,120.248414,23.182931,05,2012/09/26 12:00:00,臺南市麻豆區巷口里興國路11號一樓,886-6-5711466,,,,,,
v_124,C1_395000000A_000124,佳里震興宮,震興宮前身為「清水宮」，清同治元年(1861)因地震致廟身傾圯，同治7年(1868)信徒募集資金擴大興建，聘請交趾陶大師葉王主持，改名為「震興宮」，並由「南鯤鯓代天府」分靈「李府千歲」，與「清水祖師」、「雷府大將」為主神合祀，1965年邀王保原、蔡草如、陳壬水等名師再修建，為震興宮留下細緻木雕與彩繪。 ,一~日00:00~24:00,395000000A,120.188453,23.191020,04,2012/09/26 12:00:00,臺南市佳里區禮化里佳里興325號,886-6-7260348,設有中型停車場,,,,香油錢請隨意,
v_125,C1_395000000A_000125,蕭?文化園區,蕭土龍糖廠又名佳里糖廠，1905年成立，1908年開始製糖，是日治時期「明治製糖株式會社」在台灣設立的第一個新式糖廠，1998年因糖業沒落關閉。於是將閒置空間再利用，以藝文基地的面貌嶄新面世，為佳里糖廠注入新生命，於是蕭土龍文化園區在2003年7月成立，迄今已辦理多場藝文活動，並積極與各界藝文團體合作，共同創造佳里糖廠－蕭壟文化園區另一個春天，成果豐碩。 ,一~日08:00~17:30 ,395000000A,120.179352,23.172942,01,2012/09/26 12:00:00,臺南市佳里區六安里130號,886-6-7234596,設有大型停車場,,,,注意蚊蟲叮咬與防曬,佳里糖廠
v_126,C1_395000000A_000126,佳里金唐殿,"康熙37年(1698)林可棟於此捐地並建小廟,完工後便向歸仁的大人廟乞香火並同樣奉祀三老爺，乾隆50年(1785)助剿林爽文之亂有功，清政府以「賜匾敕名建義民亭」褒揚，改廟名為「金唐殿」，咸豐3年(1853)重修，聘請葉王作交趾燒，確立了現在之規模；日治時期，又重修整一次，聘請何金龍作剪黏，將葉王的交趾燒全換成剪黏，是以金唐殿就因擁有豐富的何金龍剪黏而名聲遠播。 ",一~日00:00~24:00,395000000A,120.176715,23.161195,04,2012/09/26 12:00:00,臺南市佳里區中山路289號,886-6-7223392,,,,,香油錢請隨意，早上廟前為市場，交通不便,
v_127,C1_395000000A_000127,北頭洋平埔文化園區,"園區位於古蕭土龍社中心地帶，也就是佳里區西邊，是以前西拉雅四大社之一，「北頭」係平埔古語「巫女」之意，洋則指有水草適宜人居、放牧之地；相傳二百多年前半夜狂風大作、從將軍區苓子寮飛砂走石刮吹襲捲而來，埋沒覆蓋這片土地，成為沙崙，荷蘭古井亦被黃沙半淹沒；此地保有一種特殊的「祀壺」習俗，他們以檳榔和米酒祭拜被稱為「阿立祖」的「壺」，當地每年農曆三月二十九日有祭拜阿立祖的夜祭儀式活動，園區內另有「飛番墓」的遺址。 
「飛番墓」墓主程天與之所以被稱為「飛番」，是因為他善跑，且跑起來像鳥飛一樣。此事達到上聞，乾隆皇帝乃召至北京御前與駿馬競跑。程天與在辮髮上串繫一百多枚乾隆錢，駿馬先加三鞭之後，才起步從後追趕。當辮髮向後揚成水平時，他便超越了駿馬。乾隆皇帝看了龍心大喜，於是賜他與兒子程國泰可以朝覲天子三次。程天與死後，後代子孫便將「父子面君三次」的殊榮刻在墓碑上，以彰祖德，以垂後世。",一~日08:00~17:30 ,395000000A,120.163723,23.172961,01,2012/09/26 12:00:00,臺南市佳里區忠孝路5號,886-6-7222127,,,,,,
v_128,C1_395000000A_000128,月津港 聚波亭大眾廟,明永曆16年(1662)，鄭成功部將何積善將軍，在現在的大眾廟前闢港，港內船帆商旅聚集，何積善將軍有感於商旅往來勞頓，便在碼頭西側古榕樹下，蓋了一座涼亭供商旅休息之用，由於月津港是由急水溪、八掌溪與海水所匯聚，故取名為「聚波亭」，文人雅士常聚於亭內，吟詩頌景，佳句不少，「聚波漁火」即是古月津8大景之一。乾隆6年(1741)，信眾為感念供奉於船上的「雷府大將軍」的庇佑，便集資在港邊古榕下建廟，廟名沿用「聚波亭」，又稱之為「大眾廟」。 ,一~日05:00~18:00 ,395000000A,120.263831,23.320666,04,2012/09/26 12:00:00,臺南市鹽水區中境里武廟路7號,886-6-6522205,設有大型地下停車場,,,,請勿騎乘公園內花鹿藝術雕塑,
v_129,C1_395000000A_000129,八角樓,八角樓是鹽水區保留最完整的木造建築，為鹽水區地標之ㄧ，八角樓約於距今120年前建造，全棟以木材建成，建築形式古樸典雅，其建築特色顧名思義為八角造形，全棟由福州師傅完成，有3進2落，第1進在太平洋戰爭遭美軍炸毀，第2進在日治時期為擴充庭院而拆除，第3進則是現存的八角樓，有兩層樓，一樓為磚造，二樓全為木造，日本伏見宮貞愛親王曾駐守八角樓，庭院內現有「伏見宮貞愛親王御遺跡鹽水港御設營所」石碑。八角樓年久失修，於921震災時更受巨創，台南市政府文化局爭取行政院文建會經費挹注，於2005年底完成整體修復工程，八角樓又再度以他獨特美麗姿態，屹立於月津古鎮。 ,一~日08:00~17:00,395000000A,120.267283,23.320055,03,2012/09/26 12:00:00,臺南市鹽水區中山路4巷1號,886-6-6522202,,,,,,
v_130,C1_395000000A_000130,武廟,每年元宵前後，台南市最著稱的就是「鹽水蜂炮」，是的，說武廟是鹽水最有名的廟宇還不夠，應該說她是台南市最有名的廟宇。武廟建廟270餘年，供奉關聖帝君，廟內巨大的木製樑籤為嘉慶8年（1803）改建所留，古香爐、聖旨匾都是紀錄武廟歷史的重要文物，武廟是鹽水區的地方公廟，也是當地民眾重要的信仰中心。每年蜂炮期間，神轎自武廟出發繞境，展開為期兩天的蜂炮活動。「正月十五小過年，火樹銀花鬧翻天」，全國最有名的民俗活動就從武廟開始。施放蜂炮一開始是為消除瘟疫，燃燒蜂炮送走瘟神，而後慢慢演變為國內元宵節最重要的儀式，鹽水區在這一天，往往搶進各大媒題的頭條，萬人湧進鹽水區，來到武廟，隨著神轎，衝著蜂炮，祈求關聖帝君賜與未來一年的平安順利。 ,一~日05:00~21:30,395000000A,120.265765,23.323873,04,2012/09/26 12:00:00,臺南市鹽水區武廟路87號,886-6-6521264,廟旁有中型停車場,,,,香油錢請隨意，注意防曬,鹽水蜂炮
v_131,C1_395000000A_000131,鹽水橋南老街,橋南老街位於鹽水港的舊港口邊，是鹽水區最早的一條街道，是清領時期鹽水通往南部鄉鎮的交通要道，昔日商家林立、商賈大戶錯落，相當熱鬧。如今時代變遷，橋南街沒落，不過當年流行的住商混合傳統街屋，至今仍挺立。在主屋與街道間延伸成一座單層的單坡向屋簷，古稱「亭仔腳」，供行人遮陽避雨之用，老屋店鋪正上方能保留當時儲存貨物的矩形樓井，令人懷念。橋南老街見證歲月滄海桑田，這裡有百年打鐵老舖，有老屋建築，更有一群熱愛鄉土的朋友設置的「橋南咖啡」，到鹽水，別急著走，曾有許多的故事值得我們一一探訪。 ,一~日00:00~24:00,395000000A,120.267289,23.317084,03,2012/09/26 12:00:00,臺南市鹽水區橋南街13號,886-6-6551732,,,,,,
v_132,C1_395000000A_000132,新營太子宮,新營市的太子宮既是地名，也是廟名，太子宮在太子宮，神奇吧!清康熙2年(1663)，福建先民為避戰禍，攜眷並迎請「中壇元帥」神像及香爐、銅鑼等神器，渡海來台，於汊港(今鹽水區)登陸，定居於現今新營區西南太子宮現址。為感念中壇元帥的庇佑，於康熙27年(1688)建立土廟，雍正6年(1728)再擴建廟堂，地名與廟名都稱之為「太子宮」。太子宮有舊廟、新廟各一座，舊廟為「土墼壁」，廟雖小，卻充滿歲月的痕跡，廟頂的剪黏依舊栩栩如生。 ,一~日00:00~24:00,395000000A,120.273251,23.295122,04,2012/09/26 12:00:00,臺南市新營區太子宮太北里45-2號,886-6-6526596,設有大型停車場,,,,香油錢隨意，宗教勝地，請勿在內遊玩嬉戲,
v_133,C1_395000000A_000133,天鵝湖,天鵝湖位於新營區東北隅，與後壁區、鹽水區接壤處之埤寮里，原名埤寮埤，面積約13公頃，原為嘉南農田水利會所代管，供附近農田灌溉補充水源。近年來新營區公所積極改造並增建拱橋、休憩亭、環湖木棧道、野餐休閒區、光雕景觀橋、湖畔荷花園、庭園造景等，使景觀煥然一新，成功的定位。天鵝湖為一個都會型公園，噴泉夜景更是天鵝湖另種風情呈現，綠意、水景，是一個全家人休閒散步的好地方。 ,一~日00:00~24:00,395000000A,120.317241,23.331609,12,2012/09/26 12:00:00,臺南市新營區中山路1號 ,886-6-6378821 ,大門外有小型停車場,,,,注意蚊蟲叮咬，勿任意捕捉湖內生物,
v_134,C1_395000000A_000134,綠都心5號公園,5號公園已有80多年的歷史，與新營區的居民、人文及行政區域開發有著密不可分的聯繫，也讓許多新營人擁有無法抹滅的成長記憶。隨著歷史演進，然年代久遠，公園內老舊廢棄設施佔據空間，使居民的休閒品質逐漸低路，前台南縣長蘇煥智惋惜，並擔心會影響新營區整體形象與發展，提出了「南瀛綠都心」計畫，形塑結合休閒及行政服務等便民、親民的開放空間，為老公園注入新生命，也提供民眾更理想的休憩區域。 ,一~日00:00~24:00,395000000A,120.314766,23.310685,12,2012/09/26 12:00:00,臺南市新營區民治路36號,886-6-6322231,廟前空地可停車,,,,香油錢請隨意,南瀛綠都心
v_135,C1_395000000A_000135,市民廣場,新營區民治路36號有一個美麗的廣場，2004年以前，這裡的夜晚總是很黑暗，2005年後，這裡點亮了燈火，這裡有了親子戲水的空間，這裡放出了古典的交響樂，還有燈光水舞的展現，設置了市內產業公共藝術…，是的！這個地方就是台南市政府的市民廣場。每當夜幕低垂，燈光美景伴隨著音樂，潺潺流水，在夏日的黃昏是一家休閒運動的好去處。 ,一~日00:00~24:00,395000000A,120.314798,23.310996,12,2012/09/26 12:00:00,臺南市新營區民治路36號,886-6-6358881,設有大型地下停車場,,,,水邊遊玩小心安全,
v_136,C1_395000000A_000136,新營糖廠,當台灣是甘蔗王國時，新營糖廠是台灣5大糖廠之一，它位於新營的中興街上，原本高聳的煙囪與綠色高大的廠房，相當引人注目，綠蔭遍遍，當年曾經是新營人最佳約會場所。然而因糖業衰微，新營糖廠也關閉，高聳的煙囪一夜之間被拆下，令人唏噓！糖廠目前從事多元化經營，除各樣糖品外，也可以嚐嚐可口的多種冰品，也許是糖廠關閉後，現在能嚐到的懷念風味了！雖然台糖新營糖廠的五分車跟著熄燈停駛，但在多方有心人士協助下，觀光五分車又開始營運了，田野風光、甘蔗田、稻田、絲瓜棚等美景盡收眼底。目前有營運的台糖的五分車，共有彰化溪湖糖廠、嘉義蒜頭糖廠、新營糖廠、新營烏樹林糖廠及高雄橋頭糖廠。 ,二~五09:00~14:30,395000000A,120.317438,23.298383,12,2012/09/26 12:00:00,臺南市新營區中興路31巷4號,886-6-6324570,設有大、小型停車場,,,,坐五分車請注意安全，勿跳車,
v_137,C1_395000000A_000137,鐵線橋通濟宮,"鐵線橋為新營最古老的聚落之一,東南兩面被急水溪環抱,廟前大埕前巷為碼頭，可供船隻停泊,是當時的交通要道，與中國有頻繁的通商航運往來，有先民從福建蒲田湄洲迎請媽祖神像為渡海的保護神,在鐵線橋上岸後,便將神像安座奉祀於此,鐵線橋通濟宮目前被列為市定古蹟,為一座磚、木所構建的廟宇,為台灣早期典型的農村庄廟風格,廟內有「澤周海嶠」、「神光海島」、「克紀彼天」3方古匾,皆為清領時期之古物,現另建有新廟於庄內。 ",一~日00:00~24:00,395000000A,120.276609,23.264668,04,2012/09/26 12:00:00,臺南市新營區鐵線里鐵線橋40號,886-6-6581088,廟前備有中型停車場,,,,香油錢隨意、歷史古蹟老建築，請勿破壞,
v_138,C1_395000000A_000138,大安生態教育農場,"農埸成立於民國1998年是一個以農村生態教學為主的教育農園。總面積約8公頃，座落於嘉南平原之中心地帶。原是由一片傳統荔枝果園和草莓果園所組合而成的傳統式觀光農場，1996年轉型規劃，以植物生態為主體做為戶外教學。 
整個園區提供了專業的生態教材課程，隨著四季氣候時令不同而變更其解說服務，只要團體入園，即會由專業講師帶領參觀並解說其生態課程，不論是植物栽種、抓泥鰍、剝蓮子、採草莓、等，均需親自動手操作，非常適合團體及親子參與。環境區分有生植物區:水生植物多長在池塘中、水田裡或溼地上。(可分為沈水植物、挺水植物、浮葉植物、浮水植物及濕地植物)。 
草莓生態區：介紹民眾如何自己DIY製作出美味可口又安全的草莓果凍及加工食品。 
青草原區：佔地5,000坪一眼望去一片綠意青翠的視覺享受，搭配四週許多依時序不同而變化的植物，不管是踏青或團康均是一流的場地呢。 
其他還有蔓藤植物區、森林花園區、才藝教室、園藝教室、多肉植物區等。 ",一~日07:30~17:30 ,395000000A,120.318671,23.118782,09,2012/09/26 12:00:00,臺南市善化區小新營350號,886-6-5832248,超大停車場,,,,,
